name,type,group,province,city,address,latitude,longitude,beds,practiceNumber,switchhouse,phone,source
Lower Seplan Clinic,clinic,Public,EC,,,-31.7127,27.4433,,,,,who_mfl
Lower Tsitsana Clinic,clinic,Public,EC,,"Tsitsana AA Lower ,Mount Fletcher 4770",-30.526,28.208,,,,,who_mfl
Lower Zingcuka Clinic,clinic,Public,EC,,,-32.7191,27.0988,,,,,who_mfl
Lubisi Clinic,clinic,Public,EC,,,-31.7989,27.4602,,,,,who_mfl
Ludalasi Clinic,clinic,Public,EC,,,-31.6302,29.3268,,,,,who_mfl
Lujizweni Clinic,clinic,Public,EC,,,-31.7699,29.0179,,,,,who_mfl
Lukhanyiso Clinic,clinic,Public,EC,,Duka Street Nomathamsanqa Addo,-33.5223,25.7104,,,,,who_mfl
Lukhanyo Clinic,clinic,Public,EC,,,-33.8171,25.4555,,,,,who_mfl
Lulama Kama Clinic,clinic,Public,EC,,,-32.7686,26.655,,,,,who_mfl
Lunga Kobese Clinic,clinic,Public,EC,,,-33.8857,25.5808,,,,,who_mfl
Luthuli Clinic,clinic,Public,EC,,,-32.1199,27.7392,,,,,who_mfl
Lutubeni Clinic,clinic,Public,EC,,,-31.9256,28.8826,,,,,who_mfl
Luyolo NU 9 Clinic,clinic,Public,EC,,,-32.9257,27.7339,,,,,who_mfl
Lwandile Clinic,clinic,Public,EC,,,-31.8671,29.2088,,,,,who_mfl
Mabandla Clinic,clinic,Public,EC,,,-33.8096,25.3786,,,,,who_mfl
Macacuma Clinic,clinic,Public,EC,,,-30.4574,27.353,,,,,who_mfl
Machibini Clinic Queenstown,clinic,Public,EC,,,-31.9205,27.0244,,,,,who_mfl
Machubeni Clinic,clinic,Public,EC,,,-31.5598,27.1893,,,,,who_mfl
Macibe Clinic,clinic,Public,EC,,,-32.478,28.2855,,,,,who_mfl
Mackay's Nek Satellite Clinic,clinic,Public,EC,,,-31.765,27.1144,,,,,who_mfl
Magwala Clinic,clinic,Public,EC,,,-32.0069,27.5498,,,,,who_mfl
Mahasana Clinic,clinic,Public,EC,,,-32.3383,28.7344,,,,,who_mfl
Mahlubini Clinic,clinic,Public,EC,,,-32.0226,27.6103,,,,,who_mfl
Mahlungulu Clinic KSD,clinic,Public,EC,,Ngubechanti Location Mqanduli,-31.5726,28.4929,,,,,who_mfl
Malabar Satellite Clinic,clinic,Public,EC,,,-33.9213,25.5327,,,,,who_mfl
Malusi Clinic,clinic,Public,EC,,,-31.5771,28.8706,,,,,who_mfl
Mamello Clinic,clinic,Public,EC,,Vaal Marina,-30.0341,25.7807,,,,,who_mfl
Mampondomiseni Clinic,clinic,Public,EC,,Unicercity Loc Mampondomseni A/A Libode,-31.6345,29.0906,,,,,who_mfl
Mangoloaneng Clinic,clinic,Public,EC,,PO bag x 1129 Mt Fletcher 4770 Mangoloaneng Location Mt Fletcher,-30.5157,28.4606,,,,,who_mfl
Mantusini Clinic,clinic,Public,EC,,,-31.5752,29.294,,,,,who_mfl
Manzana Clinic,clinic,Public,EC,,,-31.7374,28.0088,,,,,who_mfl
Manzimahle Clinic,clinic,Public,EC,,,-31.6246,27.5565,,,,,who_mfl
Mapuzi Clinic,clinic,Public,EC,,,-31.9593,29.1304,,,,,who_mfl
Maqanyeni Clinic,clinic,Public,EC,,Maqenyeni Location Ngqeleni,-31.6422,28.9731,,,,,who_mfl
Maqashu Clinic,clinic,Public,EC,,,-31.7437,27.335,,,,,who_mfl
Market Square Clinic,clinic,Public,EC,,,-32.2503,24.5387,,,,,who_mfl
Marselle Clinic,clinic,Public,EC,,,-33.6793,26.6351,,,,,who_mfl
Masakhane Clinic Hankey,clinic,Public,EC,,,-33.8277,24.8731,,,,,who_mfl
Masakhane Clinic N Mandela Metro,clinic,Public,EC,,"Nkanjeni Drive, Kuyga, Greenbushes",-33.9216,25.4452,,,,,who_mfl
Masakhane Clinic Zwelitsha,clinic,Public,EC,,,-32.9256,27.4325,,,,,who_mfl
Masakhe Clinic,clinic,Public,EC,,,-31.5544,26.5601,,,,,who_mfl
Masele Clinic,clinic,Public,EC,,,-32.9359,27.3307,,,,,who_mfl
Masibambane Clinic,clinic,Public,EC,,,-30.436,24.4714,,,,,who_mfl
Masibulele Clinic,clinic,Public,EC,,,-30.3592,27.4413,,,,,who_mfl
Masincedane Clinic,clinic,Public,EC,,,-32.6859,27.1136,,,,,who_mfl
Masiphile Clinic,clinic,Public,EC,,,-32.8543,27.7891,,,,,who_mfl
Matlakeng Clinic,clinic,Public,EC,,"Stand 333, Matlakeng Zastron",-30.296,27.0944,,,,,who_mfl
Matomela Clinic,clinic,Public,EC,,,-33.2758,27.1141,,,,,who_mfl
Matyantya Clinic,clinic,Public,EC,,,-31.7855,27.0718,,,,,who_mfl
Mawusheni Clinic,clinic,Public,EC,,,-31.9406,27.6702,,,,,who_mfl
Max Madlingozi Clinic,clinic,Public,EC,,,-33.8697,25.583,,,,,who_mfl
Maxwele Clinic,clinic,Public,EC,,,-31.7045,28.7347,,,,,who_mfl
Mbulukweza Clinic,clinic,Public,EC,,,-32.2326,27.7169,,,,,who_mfl
Mcambalala Clinic,clinic,Public,EC,,,-31.8841,27.4944,,,,,who_mfl
Mcewula Clinic,clinic,Public,EC,,,-31.5121,27.5284,,,,,who_mfl
Mdanjelwa Clinic,clinic,Public,EC,,,-31.8007,28.2185,,,,,who_mfl
Mdingi Clinic,clinic,Public,EC,,,-32.8237,27.3297,,,,,who_mfl
Medicross East London,clinic,Netcare,EC,East London,"Oxford St, East London, 5201",-32.987,27.875,,,healthbridge,,curated
Medicross Walmer,clinic,Netcare,EC,Gqeberha,"Main Rd, Walmer, Gqeberha, 6065",-33.972,25.618,,,healthbridge,+27 41 396 4500,curated
Medicross Westering,clinic,Netcare,EC,Gqeberha,"3rd Ave, Westering, Gqeberha, 6025",-33.936,25.547,,,healthbridge,,curated
Melani Clinic,clinic,Public,EC,,,-32.7254,26.8739,,,,,who_mfl
Melitafa Clinic,clinic,Public,EC,,,-32.0714,28.6807,,,,,who_mfl
Mevana Clinic,clinic,Public,EC,,,-31.528,29.2961,,,,,who_mfl
Mgcwe Clinic,clinic,Public,EC,,,-32.1396,28.2022,,,,,who_mfl
Mgudu Clinic,clinic,Public,EC,,,-31.4783,28.3469,,,,,who_mfl
Mgwalana Clinic,clinic,Public,EC,,,-32.7551,26.962,,,,,who_mfl
Mgwali Clinic,clinic,Public,EC,,,-32.4611,27.6056,,,,,who_mfl
Mgwenyane Clinic,clinic,Public,EC,,Mgwenyane Aa Libode,-31.5554,29.2333,,,,,who_mfl
Mhlanga Clinic,clinic,Public,EC,,,-31.4638,27.1611,,,,,who_mfl
Mhlopekazi Clinic,clinic,Public,EC,,,-31.7368,28.2692,,,,,who_mfl
Mhlwazi Clinic,clinic,Public,EC,,,-31.5137,27.9884,,,,,who_mfl
Michausdal Clinic,clinic,Public,EC,,,-32.1736,25.645,,,,,who_mfl
Middle Street Clinic,clinic,Public,EC,,,-33.7577,25.3911,,,,,who_mfl
Middle Terrace Clinic,clinic,Public,EC,,Middle Terrace Streetgrahamstown,-33.3003,26.5365,,,,,who_mfl
Midros Clinic,clinic,Public,EC,,,-31.5029,25.0264,,,,,who_mfl
Missionvale Clinic,clinic,Public,EC,,,-33.8767,25.55,,,,,who_mfl
Mitford Clinic,clinic,Public,EC,,,-31.9895,26.5305,,,,,who_mfl
Mkapusi Clinic,clinic,Public,EC,,,-31.5951,27.1071,,,,,who_mfl
Mlonzi Square Pharmacy,clinic,,EC,,"2 Jacaranda Street, Lusikisiki, 4820",,,,,,,dsfsi_vacc
Mncotsho Clinic,clinic,Public,EC,,,-32.9351,27.5998,,,,,who_mfl
Mnyibashe Clinic,clinic,Public,EC,,,-32.1293,27.8042,,,,,who_mfl
Mnyolo Clinic,clinic,Public,EC,,,-31.4945,28.2883,,,,,who_mfl
Momentum Metropolitan centre - Port Elizabeth,clinic,,EC,,19 Edward Street,,,,,,,dsfsi_vacc
Montana Clinic,clinic,Public,EC,,,-30.6467,24.0262,,,,,who_mfl
Mooiplaas Clinic,clinic,Public,EC,,Ngxingxolo Location Next To Mooiplaas Police Station East London,-32.7376,28.0541,,,,,who_mfl
Moore Street Clinic,clinic,Public,EC,,,-33.0128,27.9155,,,,,who_mfl
Moses Mabida Clinic,clinic,Public,EC,,Maseti Road 459 Moses Mabida Kirkwood,-33.3973,25.4808,,,,,who_mfl
Motherwell NU 11 Clinic,clinic,Public,EC,,,-33.7833,25.5896,,,,,who_mfl
Mount Arthur Clinic,clinic,Public,EC,,,-31.6864,27.1536,,,,,who_mfl
Mpame Clinic,clinic,Public,EC,,,-32.0979,29.0418,,,,,who_mfl
Mpeko Clinic,clinic,Public,EC,,,-31.6236,28.6333,,,,,who_mfl
Mpharane Clinic,clinic,Public,EC,,,-30.2639,28.4776,,,,,who_mfl
Mpindweni Clinic,clinic,Public,EC,,,-31.5117,28.7812,,,,,who_mfl
Mpongo Clinic,clinic,Public,EC,,,-33.1576,27.5263,,,,,who_mfl
Mpozolo Clinic,clinic,Public,EC,,,-32.1816,28.7791,,,,,who_mfl
Mpukane Clinic,clinic,Public,EC,,,-32.331,27.8747,,,,,who_mfl
Mpunzana Clinic,clinic,Public,EC,,,-31.8038,28.6674,,,,,who_mfl
Mqambeli Clinic,clinic,Public,EC,,,-32.4203,28.1082,,,,,who_mfl
Mqhekezweni Clinic,clinic,Public,EC,,Mqhekzweni Location Mthatha,-31.7335,28.4676,,,,,who_mfl
Mqhele Clinic,clinic,Public,EC,,,-31.9942,28.892,,,,,who_mfl
Msendo Clinic,clinic,Public,EC,,,-32.2709,28.7894,,,,,who_mfl
Msobomvu Clinic,clinic,Public,EC,,,-32.7005,26.8528,,,,,who_mfl
Mtakatye Clinic,clinic,Public,EC,,,-31.8464,29.2453,,,,,who_mfl
Mthatha Defence Force Clinic,clinic,Public,EC,,,-31.5706,28.6541,,,,,who_mfl
Mtingwevu Clinic,clinic,Public,EC,,,-31.747,27.6282,,,,,who_mfl
Mtombe Clinic,clinic,Public,EC,,,-33.0545,27.3346,,,,,who_mfl
Mtyholo Clinic,clinic,Public,EC,,,-32.9919,27.3566,,,,,who_mfl
Musong Clinic,clinic,Public,EC,,,-30.491,27.5607,,,,,who_mfl
Mxalanga Clinic,clinic,Public,EC,,,-32.7398,27.3659,,,,,who_mfl
Mxhelo Clinic,clinic,Public,EC,,,-32.7946,26.7348,,,,,who_mfl
Mzamomhle Clinic Albert,clinic,Public,EC,,,-31.0072,26.3352,,,,,who_mfl
Mzamomhle Clinic Bedford,clinic,Public,EC,,Ntlama Street Nonzwakazi Location Bedoford,-32.6903,26.0966,,,,,who_mfl
NG Dlukulu Clinic,clinic,Public,EC,,5668 Sani Street Ext 7 Grahamstown,-33.2789,26.5777,,,,,who_mfl
NU 12 Clinic,clinic,Public,EC,,,-32.9328,27.7179,,,,,who_mfl
NU 13 Clinic,clinic,Public,EC,,,-32.9414,27.7007,,,,,who_mfl
NU 16 Clinic,clinic,Public,EC,,,-32.959,27.6932,,,,,who_mfl
Nanqo Simon Zono Clinic,clinic,Public,EC,,,-30.7002,25.0978,,,,,who_mfl
Ncambele Clinic,clinic,Public,EC,,,-31.5013,28.7361,,,,,who_mfl
Ncedolwethu Clinic,clinic,Public,EC,,,-31.3295,27.8231,,,,,who_mfl
Nceduluntu Clinic,clinic,Public,EC,,,-31.3774,26.354,,,,,who_mfl
Ncembu Clinic,clinic,Public,EC,,,-31.3516,28.4067,,,,,who_mfl
Ncera Clinic,clinic,Public,EC,,,-33.1156,27.5924,,,,,who_mfl
Ncizele Clinic,clinic,Public,EC,,,-32.593,28.4332,,,,,who_mfl
Ncora Clinic,clinic,Public,EC,,,-31.8185,27.7408,,,,,who_mfl
Ndabakazi Clinic,clinic,Public,EC,,,-32.3478,28.0382,,,,,who_mfl
Ndanya Clinic,clinic,Public,EC,,,-31.5724,28.9617,,,,,who_mfl
Ndevana Clinic,clinic,Public,EC,,,-32.9098,27.507,,,,,who_mfl
Ndibela Clinic,clinic,Public,EC,,,-31.8338,28.4172,,,,,who_mfl
Ndofela Clinic,clinic,Public,EC,,,-30.3838,27.4318,,,,,who_mfl
Ndonga Clinic,clinic,Public,EC,,,-31.6249,27.3891,,,,,who_mfl
Ndwayana Clinic,clinic,Public,EC,,,-33.1604,26.8723,,,,,who_mfl
Needs Camp Clinic,clinic,Public,EC,"Buffalo City Metropolitan Municipality, Eastern Cape",Need`s Camp,-33.0055,27.647,,,,+27 43 736 9015,who_mfl
New Brighton Clinic,clinic,Public,EC,,,-33.9049,25.5978,,,,,who_mfl
New Rest Clinic,clinic,Public,EC,,,-31.904,26.8717,,,,,who_mfl
Newlands Clinic,clinic,Public,EC,,,-32.8778,27.7491,,,,,who_mfl
Newtown Clinic,clinic,Public,EC,,,-32.774,26.6133,,,,,who_mfl
Ngcengane Clinic,clinic,Public,EC,,Ngcengane Clinic Next To Zwelonke Store Mthatha,-31.5379,28.6043,,,,,who_mfl
Ngceza Clinic,clinic,Public,EC,,,-31.9747,27.7345,,,,,who_mfl
Ngcuka Satellite Clinic,clinic,Public,EC,,,-31.7285,27.2538,,,,,who_mfl
Ngqanda Satellite Clinic,clinic,Public,EC,,,-31.6727,27.2017,,,,,who_mfl
Ngqeleni Clinic,clinic,Public,EC,,,-31.62,28.84,,,,,who_mfl
Ngqungqu Clinic,clinic,Public,EC,,,-31.8654,28.8176,,,,,who_mfl
Ngqusi Clinic,clinic,Public,EC,,,-32.4882,28.4036,,,,,who_mfl
Ngqwarha Clinic,clinic,Public,EC,,,-31.7339,28.778,,,,,who_mfl
Ngqwaru Clinic,clinic,Public,EC,,,-31.8552,27.7849,,,,,who_mfl
Ngqwele Clinic,clinic,Public,EC,,,-32.9049,27.2175,,,,,who_mfl
Ngwenya Clinic,clinic,Public,EC,,,-31.9495,28.7668,,,,,who_mfl
Ngxabangu Clinic,clinic,Public,EC,,,-31.8452,27.6103,,,,,who_mfl
Nier Clinic,clinic,Public,EC,,,-33.3579,27.2421,,,,,who_mfl
Nieu-Bethesda Clinic,clinic,Public,EC,,,-31.8685,24.5534,,,,,who_mfl
Njwaxa Clinic,clinic,Public,EC,,,-32.8728,26.9056,,,,,who_mfl
Nkanunu Clinic,clinic,Public,EC,,,-31.7599,29.2393,,,,,who_mfl
Nkanya Clinic,clinic,Public,EC,,,-32.152,28.9504,,,,,who_mfl
Nkumandeni Clinic,clinic,Public,EC,,,-31.7301,29.0482,,,,,who_mfl
Nkwenkwana Clinic,clinic,Public,EC,,,-31.7716,28.2093,,,,,who_mfl
Nkwenkwezi Clinic,clinic,Public,EC,,"1557 Runeli Drive, Port Afred",-33.5773,26.8925,,,,,who_mfl
Nobuhle NU 8 Clinic,clinic,Public,EC,,,-32.9411,27.7251,,,,,who_mfl
Nolita Clinic,clinic,Public,EC,,,-31.6998,28.9464,,,,,who_mfl
Nomakhwezi Makhenyane Clinic,clinic,Public,EC,,,-32.6929,26.3134,,,,,who_mfl
Nomangesi Jayiya Clinic,clinic,Public,EC,,,-33.8205,25.384,,,,,who_mfl
Nomonde Clinic,clinic,Public,EC,,,-31.3865,26.3589,,,,,who_mfl
Nompumelelo Clinic,clinic,Public,EC,"Peddie, Eastern Cape",Grahamstown Road,-31.4716,27.347,,,,+27 40 673 3321; +27 40 673 3324,who_mfl
Noncampa Clinic,clinic,Public,EC,,,-32.9074,27.2993,,,,,who_mfl
Norah Clinic,clinic,Public,EC,,,-33.2278,27.3087,,,,,who_mfl
Norvalspont Clinic,clinic,Public,EC,,,-30.6298,25.4549,,,,,who_mfl
Nothanda Clinic,clinic,,EC,,,-30.5987394,27.7355035,,,,,osm
Noupoort Clinic,clinic,Public,EC,,,-31.1848,24.9514,,,,,who_mfl
Nozuko Clinic,clinic,Public,EC,,,-32.3235,28.1674,,,,,who_mfl
Nqabara Clinic,clinic,Public,EC,idutywa,"Stand 45 Ndulini Location, 5040",-32.2466,28.7208,,,,,who_mfl
Nqabeni Clinic,clinic,Public,EC,,,-32.1188,28.5849,,,,,who_mfl
Nqadu Clinic Mbhashe,clinic,Public,EC,,Lower Nqadu Village Near Nqadu Great Place,-32.2357,28.4211,,,,,who_mfl
Nqancule Clinic,clinic,Public,EC,,,-32.3521,27.7932,,,,,who_mfl
Nqanda A Clinic,clinic,Public,EC,,,-31.7502,28.9236,,,,,who_mfl
Nququ Clinic,clinic,Public,EC,,,-31.8121,27.6132,,,,,who_mfl
Nqwathi Clinic,clinic,Public,EC,,,-31.7096,28.3584,,,,,who_mfl
Ntaba ka Ndoda Clinic,clinic,Public,EC,,Ngcamngeni Near Ntabakandoda High School,-32.8183,27.107,,,,,who_mfl
Ntapane Clinic,clinic,Public,EC,,,-31.5964,28.8487,,,,,who_mfl
Ntibane Clinic,clinic,Public,EC,,,-31.8034,29.1794,,,,,who_mfl
Ntlangaza Clinic,clinic,Public,EC,,,-31.8271,28.8718,,,,,who_mfl
Ntseshe Clinic,clinic,Public,EC,,,-32.0942,28.0991,,,,,who_mfl
Ntshabeni Clinic,clinic,Public,EC,Mthata,Park Road,-31.5192,28.6679,,,,,who_mfl
Ntshele Clinic,clinic,Public,EC,,,-31.6726,28.7226,,,,,who_mfl
Ntshingeni Clinic,clinic,Public,EC,,,-32.0475,27.4252,,,,,who_mfl
Ntsimba Clinic,clinic,Public,EC,,,-31.8592,28.2119,,,,,who_mfl
Nyalasa Clinic,clinic,Public,EC,,,-31.6908,27.6796,,,,,who_mfl
Nyhwara Clinic,clinic,Public,EC,,,-31.9441,28.3733,,,,,who_mfl
Nzulwini Clinic,clinic,Public,EC,,,-32.0324,29.1075,,,,,who_mfl
Old Bunting Clinic,clinic,Public,EC,,Dibandlela Tavern (Nquba) Mlaza,-31.6723,29.1815,,,,,who_mfl
Openshaw Clinic,clinic,Public,EC,,,-33.1582,27.4473,,,,,who_mfl
Oviston Satellite Clinic,clinic,Public,EC,,,-30.778,25.7972,,,,,who_mfl
Oxton Clinic,clinic,Public,EC,,,-32.2279,26.7061,,,,,who_mfl
Pakamisa Clinic,clinic,Public,EC,,,-32.9358,27.4525,,,,,who_mfl
Pal 1 Clinic,clinic,Public,EC,,,-33.5666,26.8916,,,,,who_mfl
Pal 2 Clinic,clinic,Public,EC,,,-33.5792,26.8839,,,,,who_mfl
Palmietfontein Clinic,clinic,Public,EC,,Storomo Village Palmietfontein,-30.4307,27.5334,,,,,who_mfl
Park Centre Clinic,clinic,Public,EC,Uitenhage,Honeyball Avenue,-33.7639,25.4014,,,,+27 41 994 1290,who_mfl
Parkvale Clinic,clinic,Public,EC,,,-31.9211,26.8739,,,,,who_mfl
Patensie Town Satellite Clinic,clinic,Public,EC,,,-33.7589,24.8107,,,,,who_mfl
Peddie Extension Clinic,clinic,Public,EC,,Peddie Extension Location Peddie,-33.1998,27.1041,,,,,who_mfl
Peelton Clinic,clinic,Public,EC,,,-32.7727,27.4978,,,,,who_mfl
Pefferville Clinic,clinic,Public,EC,East London,Rotterdam Road,-33.0119,27.8808,,,,,who_mfl
Pelandaba Clinic,clinic,Public,EC,,Blikana A/A Vukuzakhe Pre-School Blikana A/A Sterkspruit,-30.5994,27.6008,,,,,who_mfl
Perksdale Clinic,clinic,Public,EC,,Perksdale Village Debe Nek,-32.8925,27.076,,,,,who_mfl
Petros Jobane Clinic,clinic,Public,EC,,,-32.9676,27.885,,,,,who_mfl
Petrusville Clinic,clinic,Public,EC,,,-30.0786,24.6736,,,,,who_mfl
Phahlakazi Clinic,clinic,Public,EC,,,-31.7699,29.2755,,,,,who_mfl
Phakamile Clinic,clinic,Public,EC,,,-31.9368,28.5667,,,,,who_mfl
Philani Clinic Cradock,clinic,Public,EC,,,-32.182,25.6405,,,,,who_mfl
Philani Clinic King William's Town,clinic,Public,EC,,Kei Road,-32.7002,27.5536,,,,,who_mfl
Philani Clinic Queenstown,clinic,Public,EC,,,-31.9108,26.8703,,,,,who_mfl
Philani NU 1 Clinic,clinic,Public,EC,,,-32.9384,27.7703,,,,,who_mfl
Philippolis Clinic,clinic,Public,EC,,Voortrekker Street Phillipolis,-30.2663,25.2751,,,,,who_mfl
Pietertjie de Beer Clinic,clinic,,EC,,,-32.5468132,24.8291016,,,,,osm
Pikholi Clinic,clinic,Public,EC,,,-33.1881,26.9642,,,,,who_mfl
Pilani Clinic,clinic,Public,EC,,,-31.9056,29.1473,,,,,who_mfl
Pirie Clinic,clinic,Public,EC,,,-32.7924,27.2458,,,,,who_mfl
Plumstead Clinic,clinic,Public,EC,,,-32.0262,27.7933,,,,,who_mfl
Poly Clinic,clinic,Public,EC,,,-30.6929,26.7076,,,,,who_mfl
Potsdam Clinic,clinic,Public,EC,,,-32.9811,27.6442,,,,,who_mfl
Pricesdale Clinic,clinic,Public,EC,,,-32.2477,26.7264,,,,,who_mfl
Prinsvale Clinic,clinic,Public,EC,,,-33.027,24.325,,,,,who_mfl
Punzana Clinic,clinic,Public,EC,,,-33.049,27.3669,,,,,who_mfl
Qamata Clinic,clinic,Public,EC,,,-31.9746,27.4348,,,,,who_mfl
Qandu Clinic,clinic,Public,EC,,,-31.733,29.2792,,,,,who_mfl
Qebe Clinic,clinic,Public,EC,,,-31.5122,28.0356,,,,,who_mfl
Qeto Clinic,clinic,Public,EC,,,-33.326,27.098,,,,,who_mfl
Qhiba Clinic,clinic,Public,EC,,,-31.4385,27.7235,,,,,who_mfl
Qibira Clinic,clinic,Public,EC,,,-32.9455,27.0346,,,,,who_mfl
Qina Clinic,clinic,Public,EC,,,-32.4548,28.1825,,,,,who_mfl
Qitsi Clinic,clinic,Public,EC,,,-31.9187,27.9287,,,,,who_mfl
Qokolweni Clinic,clinic,Public,EC,,Qokolweni A/A Near Qolkolweni Community Hall Mthatha,-31.7021,28.7795,,,,,who_mfl
Qolora-By-Sea Clinic,clinic,Public,EC,,,-32.6335,28.4143,,,,,who_mfl
Qombolo Clinic,clinic,Public,EC,,,-32.0024,27.6645,,,,,who_mfl
Qoqodala Clinic,clinic,Public,EC,,,-31.7159,26.9502,,,,,who_mfl
Queen Nonesi Clinic,clinic,Public,EC,,,-31.821,27.0109,,,,,who_mfl
Qumanco Clinic,clinic,Public,EC,,,-31.7859,27.9235,,,,,who_mfl
Qumanco J Tribal Clinic,clinic,Public,EC,,,-31.7938,27.8194,,,,,who_mfl
Qunu Clinic,clinic,Public,EC,,,-31.7714,28.6171,,,,,who_mfl
Qurhu Clinic,clinic,Public,EC,,,-33.0025,27.5439,,,,,who_mfl
Qwaninga Clinic,clinic,Public,EC,,,-32.3983,28.6207,,,,,who_mfl
Qwiliqwili Clinic,clinic,Public,EC,,,-32.2836,27.7369,,,,,who_mfl
Rabula Clinic,clinic,Public,EC,,,-32.7486,27.166,,,,,who_mfl
Raglan Road Clinic,clinic,Public,EC,,Dr Jacob Zuma Drive Grahamstown,-33.3068,26.5403,,,,,who_mfl
Raymond Mhlaba Clinic,clinic,Public,EC,,Behren Street Riebeeck East,-33.2003,26.1486,,,,,who_mfl
Rhodes Satellite Clinic,clinic,Public,EC,,,-30.7983,27.96,,,,,who_mfl
Rhodes University Psychology Clinic,clinic,,EC,,,-33.3157084,26.5176684,,,,,osm
Robert Mbelekana Clinic,clinic,Public,EC,,Ndlambe Location Peddie,-33.1659,26.9163,,,,,who_mfl
Rocklands Clinic,clinic,Public,EC,,,-32.0168,26.4796,,,,,who_mfl
Rodana Clinic,clinic,Public,EC,,,-31.9146,27.2014,,,,,who_mfl
Rwantsana Clinic,clinic,Public,EC,,,-31.8449,27.3134,,,,,who_mfl
Rwarwa Clinic,clinic,Public,EC,,,-32.745,26.9098,,,,,who_mfl
SOS Clinic,clinic,Public,EC,,,-31.6222,28.7454,,,,,who_mfl
Sabalele Clinic,clinic,Public,EC,,,-32.1065,27.4557,,,,,who_mfl
Sada Clinic,clinic,Public,EC,,,-32.2028,26.8104,,,,,who_mfl
Sandbult Clinic,clinic,Public,EC,,,-31.0003,26.3299,,,,,who_mfl
Sangoni Clinic,clinic,Public,EC,,,-31.6906,28.7725,,,,,who_mfl
Schauderville Clinic,clinic,Public,EC,,,-33.9331,25.5754,,,,,who_mfl
Sebeni Clinic,clinic,Public,EC,,,-32.3894,28.5962,,,,,who_mfl
Sehularo Tau Clinic,clinic,Public,EC,,666 Emily Hobhouse Street Springfontein,-30.2591,25.7073,,,,,who_mfl
Seqhobong Clinic,clinic,Public,EC,,Seqhobong Location Mt Fletcher 4770,-30.4353,28.4248,,,,,who_mfl
Seymour Clinic,clinic,Public,EC,,,-32.5507,26.7662,,,,,who_mfl
Sheshegu Clinic,clinic,Public,EC,,,-32.9013,26.785,,,,,who_mfl
Shiloh Clinic,clinic,Public,EC,,,-32.2003,26.8272,,,,,who_mfl
Shornville Clinic,clinic,Public,EC,,,-32.8974,27.3988,,,,,who_mfl
Sifonondile Clinic,clinic,Public,EC,,,-31.4913,27.64,,,,,who_mfl
Silvertown Clinic,clinic,Public,EC,,,-33.8265,25.4022,,,,,who_mfl
Sinebhongo Clinic,clinic,Public,EC,,,-32.9818,27.8575,,,,,who_mfl
Sinqumeni Clinic,clinic,Public,EC,,,-31.4181,28.263,,,,,who_mfl
Sitebe Clinic,clinic,Public,EC,,,-31.8829,28.5809,,,,,who_mfl
Soga Clinic,clinic,Public,EC,,,-32.0292,28.7382,,,,,who_mfl
Sonwabile Clinic,clinic,Public,EC,,,-31.0745,28.361,,,,,who_mfl
Sonwabo Zandile Clinic,clinic,Public,EC,,,-30.9666,27.594,,,,,who_mfl
Soto Clinic,clinic,Public,EC,,,-32.6985,28.1339,,,,,who_mfl
Soweto Clinic,clinic,Public,EC,,,-33.8599,25.5676,,,,,who_mfl
Springrove Clinic,clinic,Public,EC,,,-32.1105,26.4633,,,,,who_mfl
Springs Clinic,clinic,Public,EC,,,-32.4598,28.0792,,,,,who_mfl
St Mark's Clinic,clinic,Public,EC,,,-32.0127,27.4076,,,,,who_mfl
St Matthew's Clinic,clinic,Public,EC,,St.Matthews Village Keiskammahoek,-32.6477,27.181,,,,,who_mfl
St Michael's Clinic,clinic,Public,EC,,,-30.4713,27.4415,,,,,who_mfl
St Thomas Clinic,clinic,Public,EC,,,-32.6989,27.3707,,,,,who_mfl
Stanford Terrace Clinic,clinic,Public,EC,,,-31.5862,28.7832,,,,,who_mfl
Station Hill Clinic,clinic,Public,EC,,10 Tern Street Station Hill,-33.5817,26.893,,,,,who_mfl
Stoney Croft Satellite Clinic,clinic,Public,EC,,,-31.6831,27.3177,,,,,who_mfl
Stow Road Clinic,clinic,Public,EC,,,-33.7731,25.4064,,,,,who_mfl
Sunduza Clinic,clinic,Public,EC,,,-30.6155,27.3911,,,,,who_mfl
Sundwana Clinic,clinic,Public,EC,,,-32.0956,28.5514,,,,,who_mfl
Swartkops Satellite Clinic,clinic,Public,EC,,,-33.8809,25.5917,,,,,who_mfl
Swartwater Clinic,clinic,Public,EC,,,-31.6665,26.8314,,,,,who_mfl
Sweetwaters Clinic,clinic,Public,EC,,,-32.9015,27.4157,,,,,who_mfl
Sydenham Satellite Clinic,clinic,Public,EC,,,-33.9366,25.6024,,,,,who_mfl
Tabase Clinic,clinic,Public,EC,,,-31.5718,28.5706,,,,,who_mfl
Tafalofefe Gateway Clinic,clinic,Public,EC,,,-32.4292,28.4732,,,,,who_mfl
Taleni Clinic,clinic,Public,EC,,,-32.161,28.3897,,,,,who_mfl
Tamara Clinic,clinic,Public,EC,,,-33.0001,27.2361,,,,,who_mfl
Tanga Clinic,clinic,Public,EC,,,-32.2529,28.1851,,,,,who_mfl
Tembelihle Clinic,clinic,Public,EC,,,-31.5275,27.7001,,,,,who_mfl
Tembisa NU 7 Clinic,clinic,Public,EC,,,-32.953,27.7237,,,,,who_mfl
